record_id,case_id,caller_msisdn,callee_msisdn,start_time,duration_sec,call_type,imei,imsi,cell_id,lac,source_file
CDR-00052,CASE_003,9999900106,9999900101,2026-09-01T18:00:00+00:00,68,OUT,356938035643106,404450123456106,CHD-0219,1202,cdr.csv
CDR-00053,CASE_003,9999900106,9999900101,2026-09-02T18:00:00+00:00,52,OUT,356938035643106,404450123456106,CHD-0219,1202,cdr.csv
CDR-00054,CASE_003,9999900106,9999900101,2026-09-03T18:00:00+00:00,55,OUT,356938035643106,404450123456106,CHD-0177,1201,cdr.csv
CDR-00055,CASE_003,9999900106,9999900101,2026-09-04T18:00:00+00:00,53,OUT,356938035643106,404450123456106,PKL-0088,1410,cdr.csv
CDR-00056,CASE_003,9999900106,9999900101,2026-09-05T18:00:00+00:00,35,OUT,356938035643106,404450123456106,PKL-0088,1410,cdr.csv
CDR-00057,CASE_003,9999900106,9999900101,2026-09-06T18:00:00+00:00,39,OUT,356938035643106,404450123456106,MOH-0031,1305,cdr.csv
CDR-00058,CASE_003,9999900106,9999900101,2026-09-07T18:00:00+00:00,60,OUT,356938035643106,404450123456106,CHD-0219,1202,cdr.csv
CDR-00059,CASE_003,9999900106,9999900101,2026-09-08T18:00:00+00:00,49,OUT,356938035643106,404450123456106,PKL-0088,1410,cdr.csv
CDR-00060,CASE_003,9999900106,9999900101,2026-09-09T18:00:00+00:00,50,OUT,356938035643106,404450123456106,CHD-0142,1201,cdr.csv
CDR-00061,CASE_003,9999900106,9999900101,2026-09-10T18:00:00+00:00,47,OUT,356938035643106,404450123456106,PKL-0088,1410,cdr.csv
CDR-00062,CASE_003,9999900106,9999900101,2026-09-11T18:00:00+00:00,52,OUT,356938035643106,404450123456106,PKL-0088,1410,cdr.csv
CDR-00063,CASE_003,9999900106,9999900101,2026-09-12T18:00:00+00:00,66,OUT,356938035643106,404450123456106,CHD-0142,1201,cdr.csv
CDR-00064,CASE_003,9999900106,9999900101,2026-09-13T18:00:00+00:00,55,OUT,356938035643106,404450123456106,CHD-0142,1201,cdr.csv
CDR-00065,CASE_004,9999900103,9999900102,2026-08-15T09:00:00+00:00,49,OUT,356938035643103,404450123456103,CHD-0177,1201,cdr.csv
CDR-00066,CASE_004,9999900103,9999900101,2026-08-15T09:45:00+00:00,239,OUT,356938035643103,404450123456103,CHD-0177,1201,cdr.csv
CDR-00067,CASE_004,9999900103,9999900101,2026-08-15T10:30:00+00:00,215,OUT,356938035643103,404450123456103,CHD-0142,1201,cdr.csv
CDR-00068,CASE_004,9999900101,9999900102,2026-08-15T11:15:00+00:00,89,OUT,356938035643101,404450123456101,CHD-0219,1202,cdr.csv
CDR-00069,CASE_004,9999900101,9999900102,2026-08-15T12:00:00+00:00,238,OUT,356938035643101,404450123456101,PKL-0088,1410,cdr.csv
CDR-00070,CASE_004,9999900101,9999900103,2026-08-15T12:45:00+00:00,171,OUT,356938035643101,404450123456101,MOH-0031,1305,cdr.csv
CDR-00071,CASE_004,9999900102,9999900101,2026-08-15T13:30:00+00:00,141,OUT,356938035643102,404450123456102,CHD-0177,1201,cdr.csv
CDR-00072,CASE_004,9999900102,9999900103,2026-08-15T14:15:00+00:00,158,OUT,356938035643102,404450123456102,MOH-0031,1305,cdr.csv
CDR-00073,CASE_004,9999900103,9999900102,2026-08-15T15:00:00+00:00,44,OUT,356938035643103,404450123456103,PKL-0088,1410,cdr.csv
CDR-00074,CASE_004,9999900102,9999900101,2026-08-15T15:45:00+00:00,205,OUT,356938035643102,404450123456102,CHD-0177,1201,cdr.csv
CDR-00075,CASE_004,9999900102,9999900101,2026-08-15T16:30:00+00:00,79,OUT,356938035643102,404450123456102,PKL-0088,1410,cdr.csv
CDR-00076,CASE_004,9999900101,9999900103,2026-08-15T17:15:00+00:00,120,OUT,356938035643101,404450123456101,CHD-0177,1201,cdr.csv
CDR-00077,CASE_004,9999900102,9999900101,2026-08-15T18:00:00+00:00,56,OUT,356938035643102,404450123456102,CHD-0219,1202,cdr.csv
CDR-00078,CASE_004,9999900101,9999900103,2026-08-15T18:45:00+00:00,209,OUT,356938035643101,404450123456101,CHD-0219,1202,cdr.csv
CDR-00079,CASE_004,9999900103,9999900102,2026-08-15T19:30:00+00:00,93,OUT,356938035643103,404450123456103,CHD-0219,1202,cdr.csv
CDR-00080,CASE_004,9999900101,9999900102,2026-08-15T20:15:00+00:00,210,OUT,356938035643101,404450123456101,PKL-0088,1410,cdr.csv
CDR-00081,CASE_004,9999900103,9999900101,2026-08-15T21:00:00+00:00,41,OUT,356938035643103,404450123456103,CHD-0142,1201,cdr.csv
CDR-00082,CASE_004,9999900101,9999900103,2026-08-15T21:45:00+00:00,87,OUT,356938035643101,404450123456101,CHD-0177,1201,cdr.csv
CDR-00083,CASE_004,9999900102,9999900103,2026-08-15T22:30:00+00:00,152,OUT,356938035643102,404450123456102,CHD-0219,1202,cdr.csv
CDR-00084,CASE_004,9999900102,9999900103,2026-08-15T23:15:00+00:00,137,OUT,356938035643102,404450123456102,CHD-0219,1202,cdr.csv
CDR-00085,CASE_004,9999900101,9999900103,2026-08-16T00:00:00+00:00,93,OUT,356938035643101,404450123456101,CHD-0219,1202,cdr.csv
CDR-00086,CASE_004,9999900101,9999900103,2026-08-16T00:45:00+00:00,50,OUT,356938035643101,404450123456101,CHD-0177,1201,cdr.csv
CDR-00087,CASE_004,9999900102,9999900101,2026-08-16T01:30:00+00:00,179,OUT,356938035643102,404450123456102,CHD-0142,1201,cdr.csv
CDR-00088,CASE_004,9999900102,9999900101,2026-08-16T02:15:00+00:00,76,OUT,356938035643102,404450123456102,CHD-0177,1201,cdr.csv
CDR-00089,CASE_004,9999900104,9999900106,2026-08-15T09:20:00+00:00,199,OUT,356938035643104,404450123456104,CHD-0142,1201,cdr.csv
CDR-00090,CASE_004,9999900106,9999900104,2026-08-15T10:15:00+00:00,84,OUT,356938035643106,404450123456106,MOH-0031,1305,cdr.csv
CDR-00091,CASE_004,9999900106,9999900104,2026-08-15T11:10:00+00:00,205,OUT,356938035643106,404450123456106,CHD-0142,1201,cdr.csv
CDR-00092,CASE_004,9999900106,9999900104,2026-08-15T12:05:00+00:00,239,OUT,356938035643106,404450123456106,CHD-0177,1201,cdr.csv
CDR-00093,CASE_004,9999900104,9999900106,2026-08-15T13:00:00+00:00,46,OUT,356938035643104,404450123456104,MOH-0031,1305,cdr.csv
CDR-00094,CASE_004,9999900104,9999900106,2026-08-15T13:55:00+00:00,195,OUT,356938035643104,404450123456104,CHD-0219,1202,cdr.csv
CDR-00095,CASE_004,9999900106,9999900104,2026-08-15T14:50:00+00:00,171,OUT,356938035643106,404450123456106,MOH-0031,1305,cdr.csv
CDR-00096,CASE_004,9999900106,9999900104,2026-08-15T15:45:00+00:00,229,OUT,356938035643106,404450123456106,CHD-0177,1201,cdr.csv
CDR-00097,CASE_004,9999900104,9999900106,2026-08-15T16:40:00+00:00,105,OUT,356938035643104,404450123456104,CHD-0219,1202,cdr.csv
CDR-00098,CASE_004,9999900104,9999900106,2026-08-15T17:35:00+00:00,152,OUT,356938035643104,404450123456104,CHD-0177,1201,cdr.csv
CDR-00099,CASE_004,9999900106,9999900104,2026-08-15T18:30:00+00:00,141,OUT,356938035643106,404450123456106,CHD-0219,1202,cdr.csv
CDR-00100,CASE_004,9999900106,9999900104,2026-08-15T19:25:00+00:00,147,OUT,356938035643106,404450123456106,CHD-0142,1201,cdr.csv
CDR-00101,CASE_004,9999900106,9999900104,2026-08-15T20:20:00+00:00,149,OUT,356938035643106,404450123456106,CHD-0219,1202,cdr.csv
CDR-00102,CASE_004,9999900104,9999900106,2026-08-15T21:15:00+00:00,80,OUT,356938035643104,404450123456104,CHD-0177,1201,cdr.csv
CDR-00103,CASE_004,9999900104,9999900106,2026-08-15T22:10:00+00:00,45,OUT,356938035643104,404450123456104,CHD-0219,1202,cdr.csv
CDR-00104,CASE_004,9999900106,9999900104,2026-08-15T23:05:00+00:00,228,OUT,356938035643106,404450123456106,MOH-0031,1305,cdr.csv
CDR-00105,CASE_004,9999900104,9999900106,2026-08-16T00:00:00+00:00,108,OUT,356938035643104,404450123456104,CHD-0219,1202,cdr.csv
CDR-00106,CASE_004,9999900104,9999900106,2026-08-16T00:55:00+00:00,128,OUT,356938035643104,404450123456104,PKL-0088,1410,cdr.csv
CDR-00107,CASE_004,9999900103,9999900105,2026-08-15T11:00:00+00:00,17,OUT,356938035643103,404450123456103,CHD-0142,1201,cdr.csv
CDR-00108,CASE_004,9999900105,9999900104,2026-08-15T11:30:00+00:00,28,OUT,356938035643105,404450123456105,PKL-0088,1410,cdr.csv
CDR-00109,CASE_004,9999900103,9999900105,2026-08-15T16:00:00+00:00,29,OUT,356938035643103,404450123456103,CHD-0219,1202,cdr.csv
CDR-00110,CASE_004,9999900105,9999900104,2026-08-15T16:30:00+00:00,25,OUT,356938035643105,404450123456105,PKL-0088,1410,cdr.csv
CDR-00111,CASE_004,9999900103,9999900105,2026-08-15T21:00:00+00:00,32,OUT,356938035643103,404450123456103,PKL-0088,1410,cdr.csv
CDR-00112,CASE_004,9999900105,9999900104,2026-08-15T21:30:00+00:00,22,OUT,356938035643105,404450123456105,PKL-0088,1410,cdr.csv
CDR-00113,CASE_004,9999900103,9999900105,2026-08-16T02:00:00+00:00,22,OUT,356938035643103,404450123456103,CHD-0177,1201,cdr.csv
CDR-00114,CASE_004,9999900105,9999900104,2026-08-16T02:30:00+00:00,40,OUT,356938035643105,404450123456105,MOH-0031,1305,cdr.csv
CDR-00115,CASE_005,9999900101,9999900102,2026-08-15T09:10:00+00:00,65,OUT,356938035643101,404450123456101,CHD-0177,1201,cdr.csv
CDR-00116,CASE_005,9999900901,9999900102,2026-08-15T10:15:00+00:00,42,OUT,356938035643101,404450123456901,CHD-0142,1201,cdr.csv
CDR-00117,CASE_006,9999900101,9999900102,NOT_A_TIMESTAMP,60,OUT,356938035643101,404450123456101,CHD-0142,1201,cdr.csv
CDR-00118,CASE_006,9999900101,9999900102,2026-08-15T09:20:00+00:00,-45,OUT,356938035643101,404450123456101,CHD-0142,1201,cdr.csv
CDR-00119,CASE_006,99999�0101,9999900102,2026-08-15T09:35:00+00:00,30,OUT,356938035643101,404450123456101,CHD-0142,1201,cdr.csv
CDR-00120,CASE_007,,9999900102,2026-08-15T09:10:00+00:00,55,OUT,,,,,cdr.csv
CDR-00121,CASE_007,9999900101,,,,OUT,356938035643101,404450123456101,CHD-0177,1201,cdr.csv
